"","time","depth","obs_flag","forecast","data_assimilation","statistic","species_1","species_2"
"672",2001-03-31,5,2,0,0,"Conf_interv_97.5",8.78967707782157,24.8126751309859
"673",2001-04-01,1,1,0,0,"mean",6.84437440414937,14.8773778473299
"674",2001-04-01,1,1,0,0,"se",1.12512574960687,7.72821867390245
"675",2001-04-01,1,1,0,0,"Conf_interv_02.5",5.51851312005716,2.26579355261566
"676",2001-04-01,1,1,0,0,"Conf_interv_97.5",8.6310080966748,24.6318982804836
"677",2001-04-01,1,2,0,0,"mean",6.60685025978106,14.9316104700806
"678",2001-04-01,1,2,0,0,"sd",1.02277680785361,7.842887784004
"679",2001-04-01,1,2,0,0,"Pred_interv_0.25",5.56793852496176,2.19068149828591
"680",2001-04-01,1,2,0,0,"Conf_interv_97.5",8.37377232378588,24.8623521005504
"681",2001-04-01,3,1,0,0,"mean",6.79774150202775,12.9483074488299
"682",2001-04-01,3,1,0,0,"se",0.9208030810629,11.1263271224308
"683",2001-04-01,3,1,0,0,"Conf_interv_02.5",5.44968478426096,2.46020961693064
"684",2001-04-01,3,1,0,0,"Conf_interv_97.5",7.83640356183295,26.3863784840082
"685",2001-04-01,3,2,0,0,"mean",7.00063054954889,13.0026782285979
"686",2001-04-01,3,2,0,0,"sd",1.14411198610536,11.1515259337094
"687",2001-04-01,3,2,0,0,"Pred_interv_0.25",5.32687300943703,2.4507528897534
"688",2001-04-01,3,2,0,0,"Conf_interv_97.5",8.48039162890748,26.7192611830324
"689",2001-04-01,5,1,0,0,"mean",7.3433596119341,12.9378837176395
"690",2001-04-01,5,1,0,0,"se",1.33066442873401,7.18669064855447
"691",2001-04-01,5,1,0,0,"Conf_interv_02.5",5.59420590997313,3.57103668545846
"692",2001-04-01,5,1,0,0,"Conf_interv_97.5",9.1777293565163,23.9748211107784
"693",2001-04-01,5,2,0,0,"mean",7.61879617750704,12.8986600777235
"694",2001-04-01,5,2,0,0,"sd",1.44757341848213,7.05894528269927
"695",2001-04-01,5,2,0,0,"Pred_interv_0.25",5.6497732007872,3.98853265949268
"696",2001-04-01,5,2,0,0,"Conf_interv_97.5",9.89498938369504,23.8812801966307
"697",2001-04-02,1,1,0,0,"mean",6.81388203980969,17.9147250261387
"698",2001-04-02,1,1,0,0,"se",1.0203925512362,8.43108201385506
"699",2001-04-02,1,1,0,0,"Conf_interv_02.5",5.62092583952495,5.78728200106334
"700",2001-04-02,1,1,0,0,"Conf_interv_97.5",8.75308574502812,26.327975751569
"701",2001-04-02,1,2,0,0,"mean",6.54766393841553,17.9519449738021
"702",2001-04-02,1,2,0,0,"sd",1.1883751712906,8.46341298684242
"703",2001-04-02,1,2,0,0,"Pred_interv_0.25",5.37639391434882,5.94919508251578
"704",2001-04-02,1,2,0,0,"Conf_interv_97.5",8.8473425716663,26.3881468529032
"705",2001-04-02,3,1,0,0,"mean",7.13765927595614,9.63859949419643
"706",2001-04-02,3,1,0,0,"se",1.57058297667024,8.08475013228989
"707",2001-04-02,3,1,0,0,"Conf_interv_02.5",5.39534278974944,0.50843820667786
"708",2001-04-02,3,1,0,0,"Conf_interv_97.5",9.13381540215543,23.6694292973084
"709",2001-04-02,3,2,0,0,"mean",7.17234019585479,9.56568074699835
"710",2001-04-02,3,2,0,0,"sd",1.75881286142761,8.14349737474307
"711",2001-04-02,3,2,0,0,"Pred_interv_0.25",5.10513179556804,0.370588456352261
"712",2001-04-02,3,2,0,0,"Conf_interv_97.5",9.56226733086388,23.7916709831884
"713",2001-04-02,5,1,0,0,"mean",7.23077577757322,19.3790458038311
"714",2001-04-02,5,1,0,0,"se",1.10940854448018,6.74450908136709
"715",2001-04-02,5,1,0,0,"Conf_interv_02.5",5.75367463949011,6.99206635483818
"716",2001-04-02,5,1,0,0,"Conf_interv_97.5",8.94510559347885,26.2590795009794
"717",2001-04-02,5,2,0,0,"mean",7.21870789329187,19.3427985853138
"718",2001-04-02,5,2,0,0,"sd",1.45005155183519,6.79866699589192
"719",2001-04-02,5,2,0,0,"Pred_interv_0.25",5.42559151951369,6.98653741579834
"720",2001-04-02,5,2,0,0,"Conf_interv_97.5",9.75911567768743,26.4975541331561
